Ticker,Fiscal_Year,EBITDA,ROE,ROA,ROIC,Gross_Margin,Operating_Margin,Net_Margin,Current_Ratio,Total_Debt,Net_Debt_to_EBITDA,EPS_Basic,EPS_Diluted
AAGH,2024,-782700.0,0.22979351415647153,-3.773273607478716,0.27261860145647365,0.5760681440255201,-2.6561916720399092,-4.142162418977161,0.06274690633115419,2440555.0,-3.047926408585665,-5.7783285899992624e-05,-5.7783285899992624e-05
AAIC,2020,33399000.0,-0.2871117066634182,-0.05832039056771383,0.06051234108240614,,0.7258443082540097,-1.5366410222975617,1.3177119653192289,305667000.0,7.491571603940238,-2.0005941770647655,-2.0005941770647655
AAIC,2021,14085000.0,-0.05546408955636759,-0.015480003387145782,0.04026506044761826,,0.5461630927915002,-0.48202722090813915,1.5341137063838934,125680000.0,5.602768903088392,-0.38471775191879176,-0.38471775191879176
AAIC,2022,34541000.0,0.01215606883224441,0.002635890006963858,0.07301147773150986,,0.6984187965059852,0.05342122290520867,1.8477061550697367,255750000.0,3.569439217162213,0.09200125361284257,0.09034640768730978
AAL,2020,-12461000000.0,1.2938692296490462,-0.14328796284350406,-0.40507657622638577,-0.29912903039741595,-0.6010843859952703,-0.512487742977447,0.6696239966201943,32593000000.0,-2.064762057619774,-18.361687001950866,-18.361687001950866
AAL,2021,-7084000000.0,0.2715258855585831,-0.02998480448944589,-0.16487630208333334,0.06846931262967673,-0.16950003346496217,-0.06669566963389331,0.9121330106282227,38060000000.0,-3.617871259175607,-3.0719858932188187,-3.0719858932188187
AAL,2022,-370000000.0,-0.021900327642697018,0.0019624204215340875,0.05381060809000804,0.22490861938698414,0.032815339690837435,0.002593371587265933,0.7622684838500324,35663000000.0,-72.15675675675676,0.19528096625637162,0.19385702205085464
AAL,2023,1098000000.0,-0.1580161476355248,0.013035618002473912,0.10953068592057762,0.26040009092975674,0.05747518375388346,0.015571720845646737,0.6151754147402774,32902000000.0,23.06375227686703,1.2576268489562614,1.1421917575996743
AAL,2024,688000000.0,-0.21272315815941664,0.013693087095155626,0.09864523189554322,0.24701628820719043,0.04821899614469388,0.015605688882330155,0.5414282774233381,30476000000.0,34.145348837209305,1.2876790726275351,1.1728822958547067
AAM,2024,-769833.0,0.016984624302222896,0.01653850660686308,-0.0022331124153279697,,,,1.029291117569478,0.0,0.5428411096952196,,0.7806936
AAMC,2020,-20510000.0,-0.23834855649747277,0.39877897185018846,0.12339022234220198,,,,7.372863247863248,673609.0,4.467693369088249,14.343799738502135,14.343799738502135
AAMC,2021,-16624000.0,-1.0714193419379745,1.0051921056507438,0.2199551185179545,,,,17.042950523694028,860700.0,4.661230750721848,29.531745739842076,29.531745739842076
AAMC,2022,-11934000.0,0.120249435988582,-0.09192104346052173,0.3205588775228712,,-21.006505401012266,-19.23207635754452,1.9122686771761481,53083545.0,-3.549232864085805,-3.3174993212680093,-3.3174993212680093
